"CaseID","Opened","Closed","Updated","Status","Status Notes","Responsible Agency","Category","Request Type","Request Details","Address","Street","Supervisor District","Neighborhood","Police District","Latitude","Longitude","Point","Source","Media URL"
"10791260","04/29/2019 08:15:00 AM","04/29/2019 09:59:00 AM","04/29/2019 09:59:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","227 BAY ST, SAN FRANCISCO, CA, 94133","BAY ST","3","North Beach","CENTRAL","37.80590527476","-122.41133075731","POINT (-122.41133076 37.80590527)","Mobile/Open311",
"10790934","04/29/2019 07:01:00 AM","04/29/2019 02:46:46 PM","04/29/2019 02:46:46 PM","Closed","Case Resolved - WASTE NOT FOUND","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","633 VALLEJO ST, SAN FRANCISCO, CA, 94133","VALLEJO ST","3","North Beach","CENTRAL","37.79849624634","-122.40843963623","POINT (-122.40843964 37.79849625)","Phone",
"10790468","04/28/2019 08:47:00 PM","04/29/2019 08:15:00 AM","04/29/2019 08:15:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of GRANT AVE and VALLEJO ST","GRANT AVE","3","North Beach","CENTRAL","37.79877471924","-122.40720367432","POINT (-122.40720367 37.79877472)","Phone",
"10790465","04/28/2019 08:46:00 PM","04/29/2019 02:46:48 PM","04/29/2019 02:46:48 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","Intersection of GRANT AVE and VALLEJO ST","GRANT AVE","3","North Beach","CENTRAL","37.79877471924","-122.40720367432","POINT (-122.40720367 37.79877472)","Phone",
"10790461","04/28/2019 08:44:00 PM","04/29/2019 10:10:00 AM","04/29/2019 10:10:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Glass","Intersection of KEARNY ST and FRESNO ST","KEARNY ST","3","North Beach","CENTRAL","37.7986869812","-122.40558624268","POINT (-122.40558624 37.79868698)","Phone",
"10789635","04/28/2019 03:57:55 PM","04/29/2019 03:32:08 PM","04/29/2019 03:32:08 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","1065 MONTGOMERY ST, SAN FRANCISCO, CA, 94133","MONTGOMERY ST","3","North Beach","CENTRAL","37.79907771564","-122.40419565191","POINT (-122.40419565 37.79907772)","Mobile/Open311","http://mobile311.sfgov.org/reports/10789635/photos"
"10788646","04/28/2019 11:37:00 AM","04/29/2019 08:35:00 AM","04/29/2019 08:35:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","2034 MASON ST, SAN FRANCISCO, CA, 94133","MASON ST","3","North Beach","CENTRAL","37.802125","-122.41263666667","POINT (-122.41263667 37.802125)","Mobile/Open311","http://mobile311.sfgov.org/reports/10788646/photos"
"10788500","04/28/2019 10:50:29 AM","04/29/2019 10:08:43 AM","04/29/2019 10:08:43 AM","Closed","Case Resolved - Pickup completed","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","601 CHESTNUT ST, SAN FRANCISCO, CA, 94133","CHESTNUT ST","3","North Beach","CENTRAL","37.8035846","-122.4134256","POINT (-122.4134256 37.8035846)","Web","http://mobile311.sfgov.org/reports/10788500/photos"
"10787917","04/28/2019 07:59:00 AM","04/28/2019 08:35:00 AM","04/28/2019 08:35:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","21 KRAUSGRILL PL, SAN FRANCISCO, CA, 94133","KRAUSGRILL PL","3","North Beach","CENTRAL","37.80148329682","-122.40905818541","POINT (-122.40905819 37.8014833)","Mobile/Open311","http://mobile311.sfgov.org/reports/10787917/photos"
"10787472","04/27/2019 09:56:14 PM","04/28/2019 02:16:00 PM","04/28/2019 02:16:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of POWELL ST and VANDEWATER ST","POWELL ST","3","North Beach","CENTRAL","37.80525833333","-122.41181166667","POINT (-122.41181167 37.80525833)","Mobile/Open311","http://mobile311.sfgov.org/reports/10787472/photos"
"10786786","04/27/2019 05:06:00 PM","04/27/2019 05:42:00 PM","04/27/2019 05:42:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","2127 POWELL ST, SAN FRANCISCO, CA, 94133","POWELL ST","3","North Beach","CENTRAL","37.80419220883","-122.41160999046","POINT (-122.41160999 37.80419221)","Mobile/Open311","http://mobile311.sfgov.org/reports/10786786/photos"
"10786783","04/27/2019 05:05:00 PM","04/27/2019 07:04:00 PM","04/27/2019 07:04:00 PM","Closed","Case Resolved - I picked up the bag but this location also needs a steamer.","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of POWELL ST and CHESTNUT ST","POWELL ST","3","North Beach","CENTRAL","37.80393994883","-122.41155741748","POINT (-122.41155742 37.80393995)","Mobile/Open311","http://mobile311.sfgov.org/reports/10786783/photos"
"10786477","04/27/2019 03:36:33 PM","04/27/2019 05:15:13 PM","04/27/2019 05:15:13 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","722 MONTGOMERY ST, SAN FRANCISCO, CA, 94111","MONTGOMERY ST","3","North Beach","CENTRAL","37.79608797532","-122.40341664179","POINT (-122.40341664 37.79608798)","Mobile/Open311",
"10786164","04/27/2019 02:01:00 PM","04/27/2019 02:54:52 PM","04/27/2019 02:54:52 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","544 GREENWICH ST, SAN FRANCISCO, CA, 94133","GREENWICH ST","3","North Beach","CENTRAL","37.80255889893","-122.40863037109","POINT (-122.40863037 37.8025589)","Phone",
"10785998","04/27/2019 01:17:05 PM","04/28/2019 07:52:07 AM","04/28/2019 07:52:07 AM","Closed","Case Resolved - Pickup completed","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","Intersection of FRANCISCO ST and MASON ST","FRANCISCO ST","3","North Beach","CENTRAL","37.80469630648","-122.41349810478","POINT (-122.4134981 37.80469631)","Mobile/Open311","http://mobile311.sfgov.org/reports/10785998/photos"
"10785716","04/27/2019 12:10:12 PM","04/27/2019 12:41:16 PM","04/27/2019 12:41:16 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","Intersection of BROADWAY and STOCKTON ST","BROADWAY","3","North Beach","CENTRAL","37.79762649536","-122.40861511231","POINT (-122.40861511 37.7976265)","Integrated Agency",
"10785252","04/27/2019 10:11:25 AM","04/27/2019 11:03:33 AM","04/27/2019 11:03:33 AM","Closed","Case Resolved - WASTE NOT FOUND .","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","Intersection of BROADWAY and STOCKTON ST","BROADWAY","3","North Beach","CENTRAL","37.79762649536","-122.40861511231","POINT (-122.40861511 37.7976265)","Integrated Agency",
"10784852","04/27/2019 08:15:00 AM","04/27/2019 09:05:00 AM","04/27/2019 09:05:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of ROWLAND ST and BROADWAY","ROWLAND ST","3","North Beach","CENTRAL","37.79811859131","-122.40467834473","POINT (-122.40467834 37.79811859)","Phone",
"10783076","04/26/2019 04:09:00 PM","04/26/2019 04:52:00 PM","04/26/2019 04:52:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","2220 POWELL ST, SAN FRANCISCO, CA, 94133","POWELL ST","3","North Beach","CENTRAL","37.80518650547","-122.41181298171","POINT (-122.41181298 37.80518651)","Mobile/Open311","http://mobile311.sfgov.org/reports/10783076/photos"
"10783066","04/26/2019 04:06:00 PM","04/26/2019 08:49:00 PM","04/26/2019 08:49:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","94 VANDEWATER ST, SAN FRANCISCO, CA, 94133","VANDEWATER ST","3","North Beach","CENTRAL","37.80518476091","-122.41343216297","POINT (-122.41343216 37.80518476)","Mobile/Open311","http://mobile311.sfgov.org/reports/10783066/photos"
"10783054","04/26/2019 04:05:41 PM","04/26/2019 05:02:00 PM","04/26/2019 05:02:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of VANDEWATER ST and MASON ST","VANDEWATER ST","3","North Beach","CENTRAL","37.80517502226","-122.41349673841","POINT (-122.41349674 37.80517502)","Mobile/Open311","http://mobile311.sfgov.org/reports/10783054/photos"
"10782379","04/26/2019 02:25:22 PM","04/26/2019 07:26:52 PM","04/26/2019 07:26:52 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","1450 POWELL ST, SAN FRANCISCO, CA, 94133","POWELL ST","3","North Beach","CENTRAL","37.79795072371","-122.41027405945","POINT (-122.41027406 37.79795072)","Mobile/Open311","http://mobile311.sfgov.org/reports/10782379/photos"
"10782170","04/26/2019 01:56:10 PM","04/26/2019 05:49:00 PM","04/26/2019 05:49:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","2106 MASON ST, SAN FRANCISCO, CA, 94133","MASON ST","3","North Beach","CENTRAL","37.80300883793","-122.41297118739","POINT (-122.41297119 37.80300884)","Mobile/Open311","http://mobile311.sfgov.org/reports/10782170/photos"
"10781607","04/26/2019 12:25:20 PM","04/26/2019 04:01:15 PM","04/26/2019 04:01:15 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","15 ROMOLO ST, SAN FRANCISCO, CA, 94133","ROMOLO ST","3","North Beach","CENTRAL","37.7982213","-122.4063932","POINT (-122.4063932 37.7982213)","Mobile/Open311","http://mobile311.sfgov.org/reports/10781607/photos"
"10780290","04/26/2019 09:12:00 AM","04/27/2019 08:28:00 AM","04/27/2019 08:28:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","2260 MASON ST, SAN FRANCISCO, CA, 94133","MASON ST","3","North Beach","CENTRAL","37.804701","-122.4133296","POINT (-122.4133296 37.804701)","Mobile/Open311","http://mobile311.sfgov.org/reports/10780290/photos"
"10779961","04/26/2019 08:21:00 AM","04/26/2019 11:47:00 AM","04/26/2019 11:47:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","1798 POWELL ST, SAN FRANCISCO, CA, 94133","POWELL ST","3","North Beach","CENTRAL","37.80108867227","-122.4105926934","POINT (-122.41059269 37.80108867)","Mobile/Open311","http://mobile311.sfgov.org/reports/10779961/photos"
"10779869","04/26/2019 08:05:00 AM","04/26/2019 01:29:00 PM","04/26/2019 01:29:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","447 BROADWAY, SAN FRANCISCO, CA, 94133","BROADWAY","3","North Beach","CENTRAL","37.79800687321","-122.40465955606","POINT (-122.40465956 37.79800687)","Mobile/Open311",
"10779636","04/26/2019 07:28:03 AM","04/26/2019 02:21:01 PM","04/26/2019 02:21:01 PM","Closed","Case Resolved - WASTE NOT FOUND .","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","Intersection of BAY ST and MASON ST","BAY ST","3","North Beach","CENTRAL","37.80558","-122.41373333333","POINT (-122.41373333 37.80558)","Mobile/Open311","http://mobile311.sfgov.org/reports/10779636/photos"
"10779507","04/26/2019 06:47:26 AM","04/26/2019 10:37:20 AM","04/26/2019 10:37:20 AM","Closed","Case Resolved - Pickup completed.","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","629 VALLEJO ST, SAN FRANCISCO, CA, 94133","VALLEJO ST","3","North Beach","CENTRAL","37.798471","-122.408101","POINT (-122.408101 37.798471)","Mobile/Open311","http://mobile311.sfgov.org/reports/10779507/photos"
"10779165","04/25/2019 09:58:37 PM","04/26/2019 08:13:31 AM","04/26/2019 08:13:31 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","Intersection of BAY ST and MASON ST","BAY ST","3","North Beach","CENTRAL","37.8056055016","-122.41360210134","POINT (-122.4136021 37.8056055)","Mobile/Open311","http://mobile311.sfgov.org/reports/10779165/photos"
"10778646","04/25/2019 06:30:00 PM","04/26/2019 03:47:00 PM","04/26/2019 03:47:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","303 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.79806900024","-122.4072341919","POINT (-122.40723419 37.798069)","Phone",
"10777532","04/25/2019 02:42:47 PM","04/25/2019 06:10:42 PM","04/25/2019 06:10:42 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","600 CHESTNUT ST, SAN FRANCISCO, CA, 94133","CHESTNUT ST","3","North Beach","CENTRAL","37.8037799802","-122.41353001457","POINT (-122.41353001 37.80377998)","Mobile/Open311","http://mobile311.sfgov.org/reports/10777532/photos"
"10777480","04/25/2019 02:33:00 PM","04/25/2019 06:10:45 PM","04/25/2019 06:10:45 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","Intersection of VALLEJO ST and KEARNY ST","VALLEJO ST","3","North Beach","CENTRAL","37.7989692688","-122.40564727783","POINT (-122.40564728 37.79896927)","Phone",
"10775723","04/25/2019 09:47:00 AM","04/25/2019 12:38:00 PM","04/25/2019 12:38:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","126 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.79650878538","-122.40467288107","POINT (-122.40467288 37.79650879)","Mobile/Open311","http://mobile311.sfgov.org/reports/10775723/photos"
"10775695","04/25/2019 09:43:00 AM","04/25/2019 12:27:00 PM","04/25/2019 12:27:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","110 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.79641004561","-122.40459301326","POINT (-122.40459301 37.79641005)","Mobile/Open311","http://mobile311.sfgov.org/reports/10775695/photos"
"10775577","04/25/2019 09:29:00 AM","04/25/2019 11:06:00 AM","04/25/2019 11:06:00 AM","Closed","Unable to Locate","311 Supervisor Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of BROADWAY and CORDELIA ST","BROADWAY","3","North Beach","CENTRAL","37.7975730896","-122.4090423584","POINT (-122.40904236 37.79757309)","Phone",
"10775203","04/25/2019 08:28:54 AM","04/25/2019 02:03:56 PM","04/25/2019 02:03:56 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","1437 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.7990746","-122.4090739","POINT (-122.4090739 37.7990746)","Web",
"10774980","04/25/2019 07:26:00 AM","04/25/2019 09:56:00 AM","04/25/2019 09:56:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","474 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.79936746068","-122.40861966566","POINT (-122.40861967 37.79936746)","Mobile/Open311","http://mobile311.sfgov.org/reports/10774980/photos"
"10774502","04/24/2019 09:37:57 PM","04/25/2019 05:06:12 AM","04/25/2019 05:06:12 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Electronics","69 FRESNO ST, SAN FRANCISCO, CA, 94133","FRESNO ST","3","North Beach","CENTRAL","37.7984624","-122.4066736","POINT (-122.4066736 37.7984624)","Web",
"10774443","04/24/2019 09:05:00 PM","04/25/2019 05:44:21 AM","04/25/2019 05:44:21 AM","Closed","Case Resolved","RPD Park Service Area 1 Queue","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","Washington Square, , SAN FRANCISCO, CA, 94133","Washington Square","3","North Beach","CENTRAL","37.800955184","-122.40994519782","POINT (-122.4099452 37.80095518)","Mobile/Open311","http://mobile311.sfgov.org/reports/10774443/photos"
"10774168","04/24/2019 07:14:00 PM","04/25/2019 06:05:00 PM","04/25/2019 06:05:00 PM","Closed","Case Resolved - Case is resolved","311 Service Request Queue - Hold","Street and Sidewalk Cleaning","Transit_shelter_platform","Transit_shelter_platform","Intersection of POWELL ST and FRANCISCO ST","POWELL ST","3","North Beach","CENTRAL","37.80489730835","-122.41176605225","POINT (-122.41176605 37.80489731)","Web",
"10773630","04/24/2019 04:56:00 PM","04/24/2019 07:51:00 PM","04/24/2019 07:51:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of STOCKTON ST and CHESTNUT ST","STOCKTON ST","3","North Beach","CENTRAL","37.80416870117","-122.40993499756","POINT (-122.409935 37.8041687)","Phone",
"10773190","04/24/2019 03:32:00 PM","04/26/2019 05:17:00 PM","04/26/2019 05:17:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","667 GREENWICH ST, SAN FRANCISCO, CA, 94133","GREENWICH ST","3","North Beach","CENTRAL","37.80204786163","-122.41060722546","POINT (-122.41060723 37.80204786)","Mobile/Open311","http://mobile311.sfgov.org/reports/10773190/photos"
"10772811","04/24/2019 02:21:00 PM","04/25/2019 09:34:00 AM","04/25/2019 09:34:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","814 MONTGOMERY ST, SAN FRANCISCO, CA, 94133","MONTGOMERY ST","3","North Beach","CENTRAL","37.7967585","-122.4034713","POINT (-122.4034713 37.7967585)","Web",
"10772662","04/24/2019 01:54:03 PM","04/24/2019 03:28:59 PM","04/24/2019 03:28:59 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Electronics","Intersection of STOCKTON ST and VALLEJO ST","STOCKTON ST","3","North Beach","CENTRAL","37.79859193016","-122.40881759657","POINT (-122.4088176 37.79859193)","Mobile/Open311",
"10772651","04/24/2019 01:52:00 PM","04/24/2019 06:15:05 PM","04/24/2019 06:15:05 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","1847 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.80281829834","-122.40983581543","POINT (-122.40983582 37.8028183)","Phone",
"10771878","04/24/2019 11:41:00 AM","04/24/2019 02:12:11 PM","04/24/2019 02:12:11 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","Intersection of STOCKTON ST and VALLEJO ST","STOCKTON ST","3","North Beach","CENTRAL","37.79857254028","-122.40880584717","POINT (-122.40880585 37.79857254)","Phone",
"10771037","04/24/2019 09:51:00 AM","04/24/2019 10:34:00 AM","04/24/2019 10:34:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","755 SANSOME ST, SAN FRANCISCO, CA, 94111","SANSOME ST","3","North Beach","CENTRAL","37.797263","-122.402014","POINT (-122.402014 37.797263)","Mobile/Open311",
"10770826","04/24/2019 09:30:00 AM","04/24/2019 11:34:00 AM","04/24/2019 11:34:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","1065 MONTGOMERY ST, SAN FRANCISCO, CA, 94133","MONTGOMERY ST","3","North Beach","CENTRAL","37.79907166667","-122.40408333333","POINT (-122.40408333 37.79907167)","Mobile/Open311","http://mobile311.sfgov.org/reports/10770826/photos"
"10770822","04/24/2019 09:29:33 AM","04/24/2019 11:37:00 AM","04/24/2019 11:37:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of MONTGOMERY ST and VALLEJO ST","MONTGOMERY ST","3","North Beach","CENTRAL","37.79917166667","-122.404175","POINT (-122.404175 37.79917167)","Mobile/Open311","http://mobile311.sfgov.org/reports/10770822/photos"
"10770697","04/24/2019 09:15:47 AM","04/24/2019 02:10:29 PM","04/24/2019 02:10:29 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","Intersection of GRANT AVE and UNION ST","GRANT AVE","3","North Beach","CENTRAL","37.8006362915","-122.40758514404","POINT (-122.40758514 37.80063629)","Integrated Agency",
"10770575","04/24/2019 09:00:49 AM","04/24/2019 02:13:55 PM","04/24/2019 02:13:55 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","600 GREENWICH ST, SAN FRANCISCO, CA, 94133","GREENWICH ST","3","North Beach","CENTRAL","37.80233531728","-122.40959169355","POINT (-122.40959169 37.80233532)","Mobile/Open311","http://mobile311.sfgov.org/reports/10770575/photos"
"10770567","04/24/2019 08:59:00 AM","04/24/2019 10:11:00 AM","04/24/2019 10:11:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","39 BRANT ALY, SAN FRANCISCO, CA, 94133","BRANT ALY","3","North Beach","CENTRAL","37.80188650828","-122.41064253275","POINT (-122.41064253 37.80188651)","Mobile/Open311","http://mobile311.sfgov.org/reports/10770567/photos"
"10769428","04/23/2019 09:25:44 PM","04/24/2019 03:08:00 AM","04/24/2019 03:08:00 AM","Closed","Case Resolved - picked up debris in photo","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of UNION ST and JASPER PL","UNION ST","3","North Beach","CENTRAL","37.8005857497","-122.40840066538","POINT (-122.40840067 37.80058575)","Mobile/Open311","http://mobile311.sfgov.org/reports/10769428/photos"
"10768663","04/23/2019 05:14:00 PM","04/23/2019 07:59:00 PM","04/23/2019 07:59:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","500 VALLEJO ST, SAN FRANCISCO, CA, 94133","VALLEJO ST","3","North Beach","CENTRAL","37.79904916301","-122.40574813903","POINT (-122.40574814 37.79904916)","Mobile/Open311","http://mobile311.sfgov.org/reports/10768663/photos"
"10767728","04/23/2019 02:29:38 PM","04/23/2019 03:25:19 PM","04/23/2019 03:25:19 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","583 FRANCISCO ST, SAN FRANCISCO, CA, 94133","FRANCISCO ST","3","North Beach","CENTRAL","37.8043914","-122.4147583","POINT (-122.4147583 37.8043914)","Mobile/Open311",
"10767724","04/23/2019 02:29:27 PM","04/23/2019 02:47:52 PM","04/23/2019 02:47:52 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","Intersection of GRANT AVE and FILBERT ST","GRANT AVE","3","North Beach","CENTRAL","37.80165512965","-122.40777371472","POINT (-122.40777371 37.80165513)","Mobile/Open311",
"10767691","04/23/2019 02:23:07 PM","04/23/2019 02:46:42 PM","04/23/2019 02:46:42 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","Intersection of FILBERT ST and GRANT AVE","FILBERT ST","3","North Beach","CENTRAL","37.80157089233","-122.40776824951","POINT (-122.40776825 37.80157089)","Integrated Agency",
"10767096","04/23/2019 12:35:00 PM","04/24/2019 07:51:00 AM","04/24/2019 07:51:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of STOCKTON ST and COLUMBUS AVE","STOCKTON ST","3","North Beach","CENTRAL","37.79948806763","-122.40901184082","POINT (-122.40901184 37.79948807)","Phone",
"10766539","04/23/2019 11:16:23 AM","04/23/2019 02:46:26 PM","04/23/2019 02:46:26 PM","Closed","Case Resolved - WASTE NOT FOUND","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","593 FRANCISCO ST, SAN FRANCISCO, CA, 94133","FRANCISCO ST","3","North Beach","CENTRAL","37.80451048154","-122.41484917699","POINT (-122.41484918 37.80451048)","Mobile/Open311","http://mobile311.sfgov.org/reports/10766539/photos"
"10766524","04/23/2019 11:15:29 AM","04/23/2019 01:27:51 PM","04/23/2019 01:27:51 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","1437 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.7990746","-122.4090739","POINT (-122.4090739 37.7990746)","Web","http://mobile311.sfgov.org/reports/10766524/photos"
"10766321","04/23/2019 10:42:00 AM","04/23/2019 02:47:57 PM","04/23/2019 02:47:57 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of FILBERT ST and GRANT AVE","FILBERT ST","3","North Beach","CENTRAL","37.80156678058","-122.40778564487","POINT (-122.40778564 37.80156678)","Mobile/Open311","http://mobile311.sfgov.org/reports/10766321/photos"
"10766189","04/23/2019 10:20:43 AM","04/23/2019 01:28:47 PM","04/23/2019 01:28:47 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","2200 POWELL ST, SAN FRANCISCO, CA, 94133","POWELL ST","3","North Beach","CENTRAL","37.80508378524","-122.4116262329","POINT (-122.41162623 37.80508379)","Mobile/Open311","http://mobile311.sfgov.org/reports/10766189/photos"
"10765778","04/23/2019 09:19:48 AM","04/23/2019 01:28:57 PM","04/23/2019 01:28:57 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","1437 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.7990746","-122.4090739","POINT (-122.4090739 37.7990746)","Web","http://mobile311.sfgov.org/reports/10765778/photos"
"10765756","04/23/2019 09:16:44 AM","04/23/2019 01:28:11 PM","04/23/2019 01:28:11 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","1437 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.7990746","-122.4090739","POINT (-122.4090739 37.7990746)","Web","http://mobile311.sfgov.org/reports/10765756/photos"
